,username,posts,comments,likes,views,posts_trans,comments_trans,likes_trans,views_trans,contribution
0,I811203,46.0,47.0,30.0,1827.0,3.828641396489095,3.8501476017100584,3.4011973816621555,7.510430556378006,100.0
4,I076061,20.0,26.0,73.0,1004.0,2.995732273553991,3.258096538021482,4.290459441148391,6.911747300251674,96.92585802742502
2,I852153,34.0,34.0,11.0,469.0,3.5263605246161616,3.5263605246161616,2.3978952727983707,6.150602768446279,96.7746698494366
1,D045643,42.0,42.0,2.0,631.0,3.7376696182833684,3.7376696182833684,0.6931471805599453,6.447305862541213,96.24696602707589
12,D062462,12.0,18.0,16.0,8067.0,2.4849066497880004,2.8903717578961645,2.772588722239781,8.995536944936974,93.93003783035806
20,I800474,10.0,19.0,33.0,1052.0,2.302585092994046,2.9444389791664403,3.4965075614664802,6.9584483932976555,93.0786044693142
23,I860308,9.0,17.0,36.0,1953.0,2.1972245773362196,2.833213344056216,3.58351893845611,7.577121930876679,92.91081738710571
21,I800309,10.0,19.0,16.0,2372.0,2.302585092994046,2.9444389791664403,2.772588722239781,7.771488760117616,92.70279523773043
14,I075996,11.0,19.0,13.0,953.0,2.3978952727983707,2.9444389791664403,2.5649493574615367,6.859614903654202,92.24961302431853
3,D038980,27.0,27.0,0.0,101.0,3.295836866004329,3.295836866004329,0.0,4.61512051684126,91.896313854225
157,I328941,3.0,9.0,58.0,203936.0,1.0986122886681098,2.1972245773362196,4.060443010546419,12.22556149811402,90.74587791944042
7,D019601,13.0,14.0,5.0,613.0,2.5649493574615367,2.6390573296152584,1.6094379124341003,6.418364935936212,90.65439355715486
52,I808732,6.0,12.0,22.0,4105.0,1.791759469228055,2.4849066497880004,3.091042453358316,8.31996102188653,90.40436591332804
39,I333957,7.0,15.0,12.0,1635.0,1.9459101490553132,2.70805020110221,2.4849066497880004,7.399398083331354,90.20115422590587
13,I307084,12.0,12.0,5.0,806.0,2.4849066497880004,2.4849066497880004,1.6094379124341003,6.692083742506628,90.12550951946486
5,D021391,19.0,19.0,0.0,95.0,2.9444389791664403,2.9444389791664403,0.0,4.553876891600541,89.62762815119359
15,D036607,11.0,13.0,3.0,1108.0,2.3978952727983707,2.5649493574615367,1.0986122886681098,7.010311867307229,89.53286249407113
53,D044594,6.0,11.0,22.0,995.0,1.791759469228055,2.3978952727983707,3.091042453358316,6.902742737158593,89.24871011069855
24,I030593,9.0,9.0,10.0,752.0,2.1972245773362196,2.1972245773362196,2.302585092994046,6.62273632394984,89.09692768112633
42,I826666,7.0,7.0,13.0,1988.0,1.9459101490553132,1.9459101490553132,2.5649493574615367,7.59488438721652,88.40713673618636
72,C5222006,5.0,12.0,11.0,1768.0,1.6094379124341003,2.4849066497880004,2.3978952727983707,7.477604243197589,88.19054556620542
105,I837482,4.0,7.0,64.0,1361.0,1.3862943611198906,1.9459101490553132,4.1588830833596715,7.215975002651466,88.02786668299649
8,D048012,13.0,13.0,0.0,308.0,2.5649493574615367,2.5649493574615367,0.0,5.730099782973574,87.8495492436148
